"Unique_Patient_Identifier","BRAF_V600E_ENSP00000288602","EGFR_L858R_ENSP00000275493","KRAS_G12C_ENSP00000256078","KRAS_G12D_ENSP00000256078"
"7be86a90-6da8-4c01-8a7a-bc5cfef9894f",3.36307296823375e-07,6.22180915847724e-07,2.29368879657366e-06,7.95755787819358e-07
"7c4ed533-ee66-48be-a84b-ff8607742818",7.91570874413704e-07,1.09807255295423e-06,6.50849669596063e-06,1.08824646428273e-06
"7c7d777b-bf00-4c24-97fc-922580d5605f",9.92383709358225e-07,1.46240050417204e-06,7.1388728202668e-06,1.08004160184247e-06
"7ca711ec-9ac0-4fa7-8a60-32ae84b8789a",9.93042296366367e-07,1.1485663414182e-06,7.48719098236697e-06,9.92000711068515e-07
"7cce924f-12a1-4895-9866-5d4b1869dde6",7.7893742949049e-07,1.03085510798126e-06,6.25848665968403e-06,1.00909541662685e-06
"7e7f089c-25f7-4e14-aed5-d741047b9e42",1.17251737126902e-06,8.66375276443194e-07,9.8303027660426e-06,6.14461256738767e-07
"7e83f9dd-b038-497b-a113-a55605398b7b",1.08089307341493e-06,1.07083905827558e-06,8.14432583137943e-06,9.30110002718289e-07
"7eb540b4-8dd3-4382-a488-e48b1c7213b3",1.01330750872721e-06,1.46592489863862e-06,6.64354326446213e-06,1.32966642349785e-06
"7f6455e8-fa3d-4452-acb2-8c9995073072",8.93889936139256e-07,1.4214534855723e-06,5.91553642037716e-06,1.05474291449916e-06
"7fd03220-531e-4ef8-beca-e9703e8c0ae1",3.91698377491143e-07,8.06568625378486e-07,3.14038198714621e-06,1.05804946716422e-06
"807cc7d2-6e3b-4f2d-9531-0da994eeeada",1.09867139936229e-06,1.14071350836816e-06,8.51794423769571e-06,1.07626301648806e-06
"81a0b2ff-a3d3-41bb-9ce6-765e6ae894af",8.23005176994153e-07,7.93557197801795e-07,7.42006994039585e-06,7.27468839070963e-07
"81b71cff-da58-47cf-ad00-0a42489a7a0b",9.53308075459116e-07,1.3290547865014e-06,6.42644165912884e-06,1.01852706270129e-06
"8214a0d1-5e2d-4a7a-acb1-e5580755db83",3.53690213606568e-07,2.73064992403164e-07,3.85952408602328e-06,2.76825927915408e-07
"83e38dbd-edab-47f2-b19f-6ea38fc6bece",1.12899271879344e-06,1.32573662661626e-06,7.81552209505212e-06,9.08254064344556e-07
"84c3ba70-afa7-4b69-be69-7ec8d6022c56",6.31778677368401e-07,8.1047479344821e-07,4.7663444967763e-06,1.0435642159952e-06
"8504fd86-a70a-4cba-9ec8-25c9e60ca549",1.04907032242998e-06,1.11647606786914e-06,7.96941516737269e-06,8.89677771873217e-07
"851867cb-9ad0-4fdf-ac75-9bb0427ad440",9.99412364639472e-07,7.73589510420467e-07,9.32442100056294e-06,5.94359405524313e-07
"8609edfc-119d-4d63-9188-c86aabd5ca52",5.63778915078717e-07,1.08941512631194e-06,2.99462699192936e-06,7.70453886994588e-07
"86dac334-f30e-438e-810a-8e45f69dbb7e",9.80059556824006e-07,1.14975975975664e-06,7.24195806472407e-06,1.02718893361216e-06
"86faf16c-56fd-4b7b-a6b2-b4c83bec93e1",1.09039281509973e-06,1.49753077515865e-06,6.98686475095506e-06,1.25188745922496e-06
"875333ab-9048-462d-aaa2-693ad127e3cc",1.03885204439809e-06,1.39113338840132e-06,6.78954857371644e-06,1.08621895399204e-06
"87eeaf49-3c02-402f-9ae4-3627391e7749",8.96998768665406e-07,1.40454935009863e-06,5.83802968675242e-06,1.06172515000796e-06
"889aec8e-14ba-48d9-8fe1-f2416e82b333",9.40064749949906e-07,1.26685338895162e-06,7.03102320386484e-06,9.26411417828661e-07
"8981f0c9-7155-4c96-bf77-7d40fe404323",5.8284959548703e-07,1.13734939178326e-06,3.19126568083608e-06,1.33358108220379e-06
"8a16ddb3-4861-4128-bed9-0b1f94fe8cf7",4.26002574910358e-07,9.85127703225753e-07,2.39134704645699e-06,1.06652564444096e-06
"8ab8c4ba-311e-41d0-85ea-a0245aca1bdd",1.12637442253476e-06,8.73669556093344e-07,9.73823380346911e-06,5.83385980457769e-07
"8b119d1c-6d21-4bbd-8a00-12da7b97d6c4",8.89732364507179e-07,1.28215414545487e-06,4.74332057072551e-06,1.21190009302536e-06
"8b3a111a-aa46-41b9-bbec-28f4290da939",5.28976416711055e-07,5.00169984056241e-07,4.27085116578198e-06,2.64543314782842e-07
"8c695c24-e7f9-449a-9258-a1bc8a33bf9a",7.38363316497528e-07,1.14916859854679e-06,5.20945374748334e-06,9.69089824863027e-07
"8cc6bcec-65df-46a9-a88c-09762a132857",7.54334571682777e-07,1.67814690844342e-06,4.44167642751001e-06,1.17956611857969e-06
"8d0736fe-261c-445c-bfd2-a3ea3ceaf367",5.68796966025046e-07,1.10385817446044e-06,4.42082150566138e-06,1.37781300202625e-06
"8d535aa6-6d59-4965-b5ed-17217d8f5930",9.27849909332873e-07,1.60584760496796e-06,5.32150799867735e-06,9.97384893311408e-07
"8e2aca86-7cba-4631-9f25-4d14219dbc6d",9.9762146342394e-07,1.071187027589e-06,8.03796113401488e-06,9.22378635525183e-07
"8f52cccd-5709-4753-9670-31a573ee27ab",7.54822214475938e-07,1.06912199886754e-06,5.96660647285337e-06,1.34815997678808e-06
"8fdbd88f-19ae-4ab8-bcd7-6bfa1bbde742",9.9749589808232e-07,1.05258141690245e-06,7.52984589828677e-06,9.73704263436776e-07
"927fc5e0-2c14-4c20-a49b-f10d8a1175c3",9.77292085614644e-07,1.27872733087077e-06,6.88809277728131e-06,9.05197322163939e-07
"93766482-2f20-4c8f-bbd8-bdd203c37d5a",8.27503046273904e-07,9.33164680699194e-07,6.02113897779313e-06,7.10425956228371e-07
"9536e32d-2707-48d2-a36d-08c521665bb9",9.60287795444116e-07,1.1090612082984e-06,7.36459044034963e-06,8.30090646591489e-07
"953a908d-0993-42f6-853b-512611d19a2c",7.48393876570045e-07,9.1740315331504e-07,6.28885553613432e-06,9.91202767065337e-07
"9582b436-145b-4f84-8f7f-8b39b8254cc1",8.14505696660863e-07,1.66985217425374e-06,4.09653616435445e-06,1.28825118194147e-06
"95fa64b0-91e1-4427-b81a-53c47a053563",6.04975857920259e-07,9.62633342545934e-07,4.12522508183856e-06,8.39966656197073e-07
"962fd4e7-9199-43d9-abce-e3dfa46da62c",9.80065967336771e-07,1.0871796347814e-06,7.71065727610947e-06,8.8475791359061e-07
"96d93e23-bb0d-46a8-9685-5ed0d6b83059",9.86157744173532e-07,1.31432291167084e-06,7.12938025588647e-06,1.10176494446341e-06
"9759bf3a-74ff-433f-99bb-f9406f222ed2",1.17681498318657e-06,8.62635689569426e-07,1.07087656686867e-05,5.92177594349001e-07
"98ee294a-46ed-4572-bdd4-a932c3498a25",9.75378272368935e-07,1.48180563438966e-06,6.08484339430574e-06,1.18454988106489e-06
"98ef41fa-3015-445a-bbdc-984361c911f7",4.90455241796534e-07,1.59745858752588e-06,3.10968704195701e-06,6.80411469444142e-07
"9944f46f-9fa8-4e2c-a806-776bec7f8803",1.12333561346939e-06,1.19866731182107e-06,8.54977067609248e-06,9.58763568472047e-07
"996a0070-e9bf-4601-8ef7-60212108258d",8.22701725529247e-07,9.022937231737e-07,6.36794954909808e-06,8.40883271188814e-07
"99c35245-e1c8-4805-b7a5-f703bb506030",1.08321220780655e-06,1.31957719188095e-06,7.33811672775981e-06,9.1213814569215e-07
"9a2a226e-9605-4214-9320-469305e664e6",1.00666299045021e-06,9.24874457111563e-07,8.05277286721243e-06,6.85145854192575e-07
"9a50e7e4-831d-489f-87d2-979e987561cc",8.86286600153985e-07,1.22379003711378e-06,5.90162493043858e-06,1.12238123306944e-06
"9a9bd705-1ef1-4a6c-bb1e-bdd346dc01c0",1.07688067729229e-06,1.176993405094e-06,8.17747021970928e-06,9.79714578845857e-07
"9b38eded-3f46-4aaa-9991-68008d97bdbe",1.0430481839359e-06,1.11342677516097e-06,7.79200628933818e-06,7.84911344569749e-07
"9b4eeecb-6aff-435b-a244-ec362af92b7f",9.12050812156234e-07,1.06157265366975e-06,7.05496863858486e-06,1.09424197128678e-06
"9b714a42-62e8-4b33-947e-6c4850725afd",1.15630258774599e-06,1.33874530815261e-06,7.67469418106316e-06,8.92957329434304e-07
"9c894668-88f5-4308-a1c0-6b8acc6aaaec",8.36530368601985e-07,1.32988396815887e-06,4.76661234633382e-06,1.032940359855e-06
"9cfc1519-33e7-4145-a4ad-78b5c449853a",6.90435670838603e-07,1.241015882682e-06,3.6767976321786e-06,1.40156192245605e-06
"9e22a3af-7f28-4757-8684-ed64a2a27ad1",1.0077404872467e-06,1.26517837676616e-06,6.78345931087963e-06,1.14841857644107e-06
"9ee20c0d-a1c3-47f3-abda-131b3f190f52",1.17663400501028e-06,1.09381771290377e-06,9.26691404889658e-06,7.22186049756166e-07
"9f81c602-8afa-4588-b0b6-6e5a1a128d5a",9.47770559380261e-07,1.41876771507435e-06,6.30531888893094e-06,1.16679466995168e-06
"9fcdccae-676e-4071-93c3-23d2d3ab0c00",1.00832803012355e-06,1.01662366708887e-06,8.39680954766098e-06,9.70771078283527e-07
"A012",9.56430542307179e-07,1.21978332033426e-06,7.21373864220746e-06,1.22720175368154e-06
"A016",1.10805143672775e-06,1.21228890929522e-06,8.36373017925886e-06,9.86671171341242e-07
"A066",6.43333670882175e-07,1.89441689242014e-06,1.93773368119513e-06,1.64053668594065e-06
"A100",5.11646030651658e-07,1.71516615773931e-06,1.917665496203e-06,1.96939682515274e-06
"A109",1.06431746858378e-06,1.25160264392749e-06,7.83690886764716e-06,1.06569869598087e-06
"A110",9.92473332192117e-07,1.07024474293828e-06,7.441504575291e-06,9.48098602121393e-07
"A111",7.48428201070588e-07,1.78106815288822e-06,3.17686358429353e-06,1.17953100407238e-06
"A126",5.93548844167291e-07,1.36692149488924e-06,3.67694374356394e-06,1.67874146931936e-06
"A131",8.13545015845464e-07,1.52137007838181e-06,4.37692387172158e-06,1.16335797963531e-06
"A143",4.62008607369477e-07,7.2987619260541e-07,3.22756716293784e-06,6.19248650070315e-07
"A144",7.3073105937358e-07,1.15279208021548e-06,3.34800357516196e-06,1.1298867464054e-06
"A149",4.93883975325412e-07,1.10795584810286e-06,2.26056950490655e-06,1.26441852913043e-06
"A167",1.10584687135624e-06,1.38257477256613e-06,7.47371517105022e-06,9.5227289542899e-07
"A169",5.03424052422401e-07,9.65847727382097e-07,4.24274655661113e-06,1.30174937800608e-06
"A177",7.5613635488444e-07,1.27160028091272e-06,5.28370867029908e-06,1.28549441346123e-06
"A183",3.14036992987449e-07,7.52125844530579e-07,1.84782097143803e-06,7.15847619069111e-07
"A185",9.44468313077232e-07,1.62066116078294e-06,5.15492257522412e-06,1.26801011657266e-06
"A186",3.28359669370778e-07,4.78493209801759e-07,4.23246770030034e-06,1.68986219881716e-06
"A193",1.25496403798544e-06,1.59496167096444e-06,7.93552637504834e-06,8.85534012427346e-07
"A196",7.52825600588204e-07,8.71061046487201e-07,8.13356530072467e-06,9.24417679865561e-07
"A197",7.70787655558928e-07,1.5269949054778e-06,4.67992151305282e-06,1.22731488030041e-06
"A198",7.12581143219644e-07,8.5219170433388e-07,5.31889715968621e-06,4.79764535605853e-07
"A199",9.98507246972522e-07,1.21508406490456e-06,7.10279268423301e-06,9.51673691112639e-07
"A200",4.78273722268158e-07,1.57476807389021e-06,3.12186038558259e-06,1.26355641058263e-06
"A201",7.8517941491312e-07,8.67875902360977e-07,5.53555976240889e-06,6.47982069918351e-07
"A202",8.54317141158418e-07,1.23758228257203e-06,5.23614013887307e-06,1.07258296495872e-06
"A204",1.05594831161455e-06,1.54433271103641e-06,6.4174050163071e-06,1.23017589538209e-06
"A205",1.05709446714736e-06,1.10495444011722e-06,8.81786375489427e-06,6.69664382460492e-07
"A207",6.91545763107716e-07,1.20364145211519e-06,4.61385887065335e-06,1.25485940748033e-06
"A210",9.88235481044403e-07,1.0954754425983e-06,7.39916901790461e-06,9.33630165861266e-07
"A213",8.41045391297914e-07,8.57852346830612e-07,7.39259011957604e-06,9.64012299699028e-07
"A216",6.4636323130111e-07,1.41193569360097e-06,2.93095582250519e-06,1.02719348952402e-06
"A218",9.90099966828737e-07,1.40177415429076e-06,6.76831372431646e-06,9.47669075913163e-07
"A227",6.05291842379384e-07,1.34754707853036e-06,3.35466983006077e-06,1.29009057049546e-06
"A228",1.10945474560472e-06,9.55726597714636e-07,9.44242571087381e-06,7.82022401749793e-07
"A229",6.74501236029865e-07,1.39834060449958e-06,3.71370219453787e-06,1.37850093666329e-06
"A230",6.00786705725338e-07,7.84158114567186e-07,4.7240449547918e-06,8.78264236027355e-07
"A231",1.0236200363956e-06,1.28864205070326e-06,7.35387737675209e-06,1.13815738777458e-06
"A232",5.4527927063427e-07,8.80650043016041e-07,3.48626994769597e-06,8.87946595973026e-07
"A240",1.32529629392972e-06,1.02419384358568e-06,1.11062633808944e-05,5.7526866086913e-07
"A247",9.48446361718362e-07,1.12483027806445e-06,7.25113975085739e-06,1.13275766635765e-06
"A250",8.21737854640368e-07,8.83277454313441e-07,6.99315625619317e-06,1.02965528635683e-06
"A259",7.30540370242498e-07,1.19708714781254e-06,4.84548562338672e-06,1.35242707689176e-06
"A263",7.10402601449395e-07,1.52790849217787e-06,4.00819651673077e-06,1.57606941741072e-06
"A265",7.4389713514772e-07,1.54821989286663e-06,3.67959256457604e-06,1.23298121471603e-06
"A267",8.6543826348793e-07,1.16866358654361e-06,6.73979672765879e-06,1.224123608781e-06
"A269",7.22081544963037e-07,1.56413106482102e-06,4.09004141529737e-06,1.25639823929476e-06
"A271",1.04622319806947e-06,1.24256680417292e-06,7.36478564795271e-06,1.08556200169319e-06
"A302",6.57851977453779e-07,1.952660440218e-06,2.2887937738675e-06,1.52799160633932e-06
"A306",1.07487938941973e-06,1.07956931012693e-06,8.31884597197109e-06,8.71167173422934e-07
"A316",8.85205423409593e-07,1.9683912763931e-06,3.61084368883413e-06,1.40910476693887e-06
"A349",7.27666902151983e-07,1.1148343048084e-06,5.66124362572486e-06,1.25644810616789e-06
"A377",5.04806360826489e-07,1.71661642700222e-06,2.35621559993023e-06,1.44196520726233e-06
"A488",6.50488682375218e-07,1.60562841229534e-06,3.93574607009347e-06,1.21667047225154e-06
"A504",2.85698128803943e-07,6.56834634036233e-07,1.7663654210184e-06,1.15427449859413e-06
"A509",8.18349275769063e-07,1.15763335979679e-06,6.19596638882466e-06,1.23204089397033e-06
"A510",3.61156314218538e-07,1.33115479136077e-06,2.31748973025597e-06,1.43504753571255e-06
"A513",1.0483406572617e-06,1.62681437799534e-06,6.08955003849907e-06,9.26839560616828e-07
"A519",3.80380130860496e-07,1.02797644526878e-06,2.29207478673494e-06,1.06599016497865e-06
"A530",9.16391704908737e-07,2.14148244051643e-06,3.32008459571915e-06,1.21471752460853e-06
"A532",1.06638480202558e-06,1.39396115826274e-06,7.26405961529234e-06,1.02084409773571e-06
"A538",4.49068465977752e-07,1.42122900852285e-06,2.2832507349434e-06,1.18617257753359e-06
"AL4602",1.12183579280078e-06,1.4595579129706e-06,6.96576216436382e-06,1.30874119796447e-06
"BGI-EX03",9.92542620821297e-07,1.37736627061616e-06,6.41902822702991e-06,1.11142618108821e-06
"BGI-EX06",4.27623899638369e-07,6.11968466474608e-07,3.69291308039665e-06,6.45271519994234e-07
"BGI-EX07",4.68856460952345e-07,7.91701613805865e-07,2.85795833815004e-06,7.18542474355436e-07
"BGI-EX08",4.89113696921728e-07,8.59558146793434e-07,3.79755700810748e-06,1.0150453826628e-06
"BGI-EX09",1.08194218628312e-06,1.42304409981709e-06,7.3381351066241e-06,1.19466768596219e-06
"BGI-RS03",9.60670723341515e-07,1.11260805705525e-06,7.13836168703061e-06,1.10397408508614e-06
"BGI-RS05",1.09627271491841e-06,1.38555301384999e-06,7.32710596727787e-06,1.05736928836404e-06
"BGI-RS06",8.46186957131252e-07,1.16105982317247e-06,5.97651180109876e-06,1.05323796567836e-06
"BGI-RS07",1.14352625112578e-06,1.3581632689985e-06,7.66994585838297e-06,7.42857672000164e-07
"BGI-RS10",1.13797753243975e-06,1.56799920926979e-06,7.31021207214833e-06,1.15164861854441e-06
"BGI-RS14",9.37646488246505e-07,1.02998163508057e-06,7.17299212697862e-06,9.37189539265875e-07
"BGI-RS18",6.74814432525769e-07,1.07186496006022e-06,4.18438337368489e-06,1.05145955373709e-06
"BGI-RS24",3.73025352833704e-07,1.23867775472217e-06,3.23411372885193e-06,1.1625869197365e-06
"BGI-RS26",8.26767438095644e-07,1.08969783635518e-06,6.84292454667692e-06,1.1034548056436e-06
"BGI-RS27",7.96462614948387e-07,1.26248122206458e-06,6.09647626814931e-06,1.19527969998959e-06
"BGI-RS28",5.84075289402775e-07,1.21638906934108e-06,3.04014214431409e-06,9.8280326505941e-07
"BGI-RS34",9.71540130857066e-07,1.04327748697754e-06,8.06226800872598e-06,9.92233169548396e-07
"BGI-RS36",6.91399354551427e-07,1.95198205502693e-06,2.80301642822615e-06,1.64997151676561e-06
"BGI-RS40",9.78787470048169e-07,1.26871188686806e-06,6.84122726223413e-06,1.0849014173497e-06
"BGI-RS45",6.02971313308446e-07,1.28795951357276e-06,3.65377150253493e-06,1.07018815723714e-06
"BGI-RS49",9.01576546985676e-07,1.29357778552225e-06,6.14619687014511e-06,1.17085299781525e-06
"BGI-RS50",4.20146603504055e-07,1.67919139938908e-06,2.61360593253208e-06,1.31799809859017e-06
"BGI-RS56",8.3438226873935e-07,1.20852154208631e-06,5.71203631072643e-06,8.20552073835025e-07
"BGI-RS57",1.08783556795727e-06,1.68866739660863e-06,6.29150490660962e-06,1.16688358176532e-06
"BGI-RS59",7.93351134431179e-07,1.37619460785466e-06,5.19357790508219e-06,1.33283177761811e-06
"BGI-RS60",1.19194841053422e-06,1.35910846850791e-06,8.401776229388e-06,9.04998567854898e-07
"BGI-WG01",8.64994457873504e-07,1.23808084792751e-06,5.77063925926037e-06,9.88378740233909e-07
"BGI-WG02",1.01681373318881e-06,1.65015432388912e-06,5.61080989365798e-06,1.11463849617043e-06
"BGI-WG07",6.28103563359272e-07,1.63410861470072e-06,2.40968848107748e-06,1.48027566809948e-06
"BGI-WG08",1.24374945207842e-06,1.27104566405448e-06,9.3516345947955e-06,9.03060670190387e-07
"BGI-WG10",9.33276023408529e-07,1.17615137810624e-06,6.7209013463342e-06,1.08857606576606e-06
"BGI-WG15",9.23580259762336e-07,1.1876077500423e-06,6.55345154597899e-06,1.03843384213254e-06
"BGI-WG20",7.42434636587104e-07,1.39187717391145e-06,3.8332649143007e-06,1.1560058783797e-06
"BGI-WG23",7.13767786337457e-07,1.92504854227973e-06,2.44151105631324e-06,1.39778283349084e-06
"CA9903",9.25072582370104e-07,1.17541566496812e-06,7.47397415125322e-06,1.04655471234909e-06
"CRUK0005-R1",9.07018418478559e-07,1.1393686050625e-06,6.31158996438713e-06,1.29996732119186e-06
"CRUK0011-R1",8.04571913241525e-07,1.11898491015557e-06,6.14121296204436e-06,1.52932532797815e-06
"CRUK0013-R1",6.16370113076876e-07,1.31345818245385e-06,4.80005311638813e-06,1.28448618815345e-06
"CRUK0017-R1",8.23347620124352e-07,1.14834432994343e-06,5.30904097893795e-06,1.02581811138597e-06
"CRUK0018-R1",9.08150278846147e-07,1.38361150597207e-06,6.04817777804589e-06,1.23623167931683e-06
"CRUK0020-R1",6.82673041976249e-07,9.70149707070634e-07,4.84005532466866e-06,8.34692574096674e-07
"CRUK0022-R1",9.25794157605642e-07,1.75939991533143e-06,4.06971079741268e-06,1.55891750466229e-06
"CRUK0023-R1",9.25873175264005e-07,9.65998945840524e-07,6.3650669777553e-06,1.07391505285619e-06
"CRUK0024-R1",1.07428887014988e-06,1.20797319395109e-06,7.5038918825648e-06,9.41803143761263e-07
"CRUK0025-R1",7.63320663281748e-07,1.06590618409929e-06,5.44852472398231e-06,1.19588069485585e-06
"CRUK0027-R1",9.42131023984458e-07,1.13979011695831e-06,6.63365226348005e-06,8.81941537284004e-07
"CRUK0028-R1",5.00295041178105e-07,1.31302679024754e-06,2.49365493229227e-06,1.67235526886962e-06
"CRUK0029-R4",3.72721831037624e-07,7.29313575410622e-07,2.43944229550016e-06,6.70927656998082e-07
"CRUK0030-R1",8.13318301767769e-07,1.38317431395152e-06,5.0962454151781e-06,1.57929371999565e-06
"CRUK0031-R1",8.64356841222925e-07,1.57835562669123e-06,4.69751500452262e-06,1.32653563318025e-06
"CRUK0032-R1",8.48331313878415e-07,1.07642434218203e-06,6.74286906027137e-06,1.125893383387e-06
"CRUK0033-R1",7.67505287784098e-07,1.43242538291581e-06,3.46500825344096e-06,1.53878354818383e-06
"CRUK0034-R1",9.03955554606778e-07,1.25714057854556e-06,6.19811289951743e-06,9.66250476417856e-07
"CRUK0035-R1",6.63307693792942e-07,1.58038707181139e-06,3.51131924272168e-06,1.01607615265796e-06
"CRUK0036-R1",8.33138018451892e-07,1.33277571343377e-06,4.74893614191044e-06,1.32075278592162e-06
"CRUK0037-R1",9.81418922646013e-07,1.18395916231407e-06,7.22682383425939e-06,9.77539593116115e-07
"CRUK0039-R1",7.7455122567187e-07,1.00207001209024e-06,5.2704613658118e-06,8.45294850111441e-07
"CRUK0040-R1",1.18634357162617e-06,1.22296004209344e-06,8.44891724954857e-06,1.04149459266566e-06
"CRUK0044-R1",9.91317046264945e-07,1.10588287631863e-06,7.77592048708219e-06,1.21285368120905e-06
"CRUK0046-R1",8.08502255943157e-07,1.16714604088097e-06,5.50823509978789e-06,1.22840932559382e-06
"CRUK0047-R1",8.52943303535297e-07,1.02214190428603e-06,5.80201196790741e-06,1.03733967685842e-06
"CRUK0048-R1",9.62684009545899e-07,1.01842997624315e-06,7.50061177199225e-06,1.25509278818525e-06
"CRUK0049-R1",9.90625605025517e-07,1.16109742962423e-06,7.54482079237013e-06,1.21775540970796e-06
"CRUK0050-R1",8.86304626820757e-07,1.4413572794326e-06,4.90286755551156e-06,1.38780256239929e-06
"CRUK0051-R2",7.43012409606529e-07,1.12455020530086e-06,4.87854871364696e-06,1.00432239339802e-06
"CRUK0052-R1",7.5641615613794e-07,8.13409705842693e-07,6.25690002537195e-06,8.55837775830701e-07
"CRUK0053-R1",1.07248795641735e-06,1.21384608711016e-06,8.03089384221196e-06,9.33385079882286e-07
"CRUK0054-R1",9.8179305463053e-07,1.49662562898101e-06,6.14023923235261e-06,1.14389600569716e-06
"CRUK0055-R1",1.0732456860566e-06,1.17609423278845e-06,7.90174560993464e-06,8.05004180333161e-07
"CRUK0056-R1",9.25409820887944e-07,1.34987112434094e-06,5.74871042599405e-06,1.1077683065892e-06
"CRUK0057-R1",1.0344024034603e-06,1.20202427468712e-06,7.50143299560253e-06,7.57747609249223e-07
"CRUK0058-R1",5.53529013150117e-07,1.53031644319599e-06,2.58992157263073e-06,1.35653227135832e-06
"CRUK0059-R1",7.23079331487586e-07,1.86043739857317e-06,2.14720541697685e-06,1.45449317224151e-06
"CRUK0060-R1",1.14201203476123e-06,1.32711797526983e-06,8.13298364214336e-06,9.16087332912993e-07
"CRUK0061-R1",8.19219198677549e-07,1.3690801183545e-06,5.42447221628024e-06,1.38871103143534e-06
"DI6359",8.82433310754671e-07,1.23955918489093e-06,6.03936565271554e-06,1.23233380085937e-06
"FR9547",9.80418383758762e-07,1.21862268061301e-06,7.42373817261632e-06,1.0901869599012e-06
"HE3202",9.17957449973521e-07,7.73758880388248e-07,7.34225131217423e-06,7.29745851492253e-07
"KA3947",8.56546570842027e-07,1.53818904245244e-06,4.98497680905621e-06,8.88881135762684e-07
"LO3793",3.038819692888e-07,8.00292410619801e-07,1.97338595744078e-06,1.13974919025024e-06
"LO5004",1.22032982049881e-06,1.12059954195145e-06,9.72756701515661e-06,7.8882702784924e-07
"LUAD-2GUGK",8.4620660356709e-07,1.19003847068361e-06,5.71605114775008e-06,1.26224179054941e-06
"LUAD-5V8LT",1.19446733915522e-06,1.13606081099629e-06,9.42902872232194e-06,8.268676383313e-07
"LUAD-74TBW",9.16896018027018e-07,1.39058025809602e-06,5.94981062604261e-06,9.40267275009597e-07
"LUAD-AEIUF",7.1930263199086e-07,1.18276185501698e-06,5.3091841838229e-06,1.43139798122788e-06
"LUAD-B00416",1.11855099455877e-06,1.36336913193986e-06,7.66612067209397e-06,1.12723163972432e-06
"LUAD-B00523",8.54886855612693e-07,8.93880436709945e-07,7.3207021782546e-06,1.16778716924389e-06
"LUAD-B00859",1.10689469161335e-06,1.38816349859343e-06,6.97513390384848e-06,1.15935357688318e-06
"LUAD-B00915",9.78233889663007e-07,1.23763627125432e-06,6.62185270897431e-06,8.96234876065624e-07
"LUAD-B01145",1.0039538907465e-06,1.03617485023423e-06,7.89780342102666e-06,1.00985340092317e-06
"LUAD-B01811",1.02910906211371e-06,1.37940329599702e-06,7.33254205844727e-06,8.75257647743829e-07
"LUAD-B02077",8.96702699572334e-07,9.13712398738332e-07,7.20964364566311e-06,9.39383526635339e-07
"LUAD-B02216",1.14183852568078e-06,1.48617703880556e-06,7.52826953208998e-06,1.04537888702618e-06
"LUAD-B02477",8.95182495824702e-07,1.24467444772422e-06,6.99225346311658e-06,9.67995854544776e-07
"LUAD-B02515",9.2436158982893e-07,1.09009580088147e-06,6.68685660492125e-06,9.54856115571545e-07
"LUAD-B02594",1.21359072640534e-06,9.50591958826261e-07,1.03445432293495e-05,9.51642509551257e-07
"LUAD-CHTN-3090346",4.41555767962073e-07,8.16304864071701e-07,3.6333403989169e-06,1.00325980314802e-06
"LUAD-CHTN-3090415",6.17532384453476e-07,8.94697500060928e-07,5.23047089638504e-06,9.78747771990076e-07
"LUAD-CHTN-3090416",3.57663541541059e-07,1.0495427386908e-06,1.29218667277888e-06,1.09429072377427e-06
"LUAD-CHTN-MAD06-00490",5.64850799152279e-07,1.29443435912767e-06,3.22093064244418e-06,1.16666897010006e-06
"LUAD-CHTN-MAD06-00668",1.04324538726176e-06,1.12799358491967e-06,7.83839540768889e-06,8.78827046647737e-07
"LUAD-CHTN-MAD06-00678",1.03696928766192e-06,1.38780948691193e-06,7.06270584673235e-06,1.12741672323506e-06
"LUAD-CHTN-MAD08-00104",8.55300476489592e-07,1.22331953921034e-06,6.34964787505123e-06,1.03501519915061e-06
"LUAD-CHTN-Z4716A",9.87693930137592e-07,1.04624978412017e-06,7.55214105939463e-06,1.05421801108224e-06
"LUAD-D00147",4.04780096540837e-07,1.31390441190959e-06,1.63136108259108e-06,1.75260788924681e-06
"LUAD-D01278",7.81182456317436e-07,1.61203927062632e-06,3.28006453325005e-06,9.43953602940787e-07
"LUAD-D01603",1.20752193009403e-06,1.46848224158217e-06,8.2602905034709e-06,1.06059820015822e-06
"LUAD-D01751",1.13341280892754e-06,1.45785001639747e-06,7.57324706162072e-06,1.31550460855552e-06
"LUAD-D02085",1.03488849091613e-06,1.91240788399904e-06,5.35673791794356e-06,1.37929528579879e-06
"LUAD-D02185",9.79065851731759e-07,1.28675879964187e-06,6.1650197112947e-06,1.01545421057523e-06
"LUAD-E00443",1.00020861989796e-06,1.42839597716356e-06,6.40576171084954e-06,1.07252538234141e-06
"LUAD-E00897",6.99991333714548e-07,9.04213925849905e-07,4.79353350238368e-06,6.94531914190086e-07
"LUAD-E00918",6.57086051601433e-07,9.17122622463905e-07,5.33681839707474e-06,9.62663835162234e-07
"LUAD-E00934",8.90605412286169e-07,1.02530962419594e-06,6.9130506890437e-06,1.00933690380201e-06
"LUAD-E01278",9.38184135589371e-07,9.47040279815336e-07,7.70092442113692e-06,8.04727603271529e-07
"LUAD-E01317",5.74565143526065e-07,9.62623534535663e-07,3.6313807620828e-06,8.68866930989372e-07
"LUAD-F00018",9.54379143898332e-07,1.36812891821209e-06,6.01164043899627e-06,1.21378498980898e-06
"LUAD-F00057",8.27622889355709e-07,1.6328439250624e-06,3.78222697528783e-06,8.85979483446092e-07
