third gene,"(0, 0, 0)","(0, 0, 1)","(0, 1, 0)","(0, 1, 1)","(1, 0, 0)","(1, 0, 1)","(1, 1, 0)","(1, 1, 1)"
FOLH1B,155,1,14,0,113,1,10,0
PIGN,156,0,14,0,112,2,9,1
CYP1A2,155,1,14,0,114,0,10,0
PLXNA4,145,11,14,0,104,10,10,0
VARS2,154,2,14,0,113,1,10,0
KRT74,156,0,14,0,114,0,10,0
VCAN,150,6,14,0,110,4,10,0
ALDH3A2,155,1,14,0,114,0,10,0
RNF220,152,4,14,0,114,0,10,0
CYP2A7,155,1,14,0,113,1,10,0
RELA,153,3,14,0,114,0,10,0
ACP6,156,0,14,0,114,0,10,0
CPNE8,154,2,14,0,113,1,10,0
KRT76,156,0,14,0,114,0,10,0
RUSF1,154,2,14,0,114,0,10,0
CHST2,156,0,14,0,112,2,10,0
ZNF728,156,0,14,0,112,2,10,0
CPD,155,1,13,1,111,3,10,0
TRAF2,207,0,22,0,157,0,11,0
ATP8B4,152,4,14,0,112,2,10,0
SRP68,155,1,14,0,113,1,10,0
CWF19L2,156,0,14,0,113,1,10,0
ECM1,154,2,14,0,112,2,10,0
CD163,152,4,14,0,109,5,10,0
IL17RD,153,3,14,0,112,2,10,0
GIT1,154,2,14,0,112,2,10,0
HP1BP3,156,0,14,0,113,1,9,1
CCDC66,156,0,14,0,111,3,10,0
RBL2,154,2,14,0,113,1,9,1
PTCHD3,155,1,14,0,112,2,10,0
GRM3,155,1,14,0,110,4,10,0
SKIL,154,2,14,0,113,1,10,0
HMGCS1,156,0,14,0,113,1,10,0
ASIC5,153,3,14,0,114,0,10,0
ESRP2,155,1,14,0,112,2,10,0
FUT10,156,0,14,0,114,0,10,0
FER1L5,155,1,14,0,110,4,9,1
CLEC16A,153,3,14,0,113,1,10,0
PDZD3,156,0,14,0,112,2,10,0
NELL2,154,2,14,0,114,0,10,0
NCOA3,202,5,22,0,156,1,10,1
MYOCD,155,1,14,0,114,0,10,0
PSMD1,156,0,14,0,110,4,10,0
SDK1,149,7,13,1,113,1,10,0
ALOX5,155,1,13,1,114,0,10,0
COG4,155,1,13,1,114,0,10,0
NECTIN2,156,0,13,1,113,1,10,0
FAT3,150,6,14,0,105,9,9,1
FAM114A1,156,0,14,0,112,2,10,0
ITGB3,156,0,14,0,113,1,10,0
HGSNAT,152,4,14,0,112,2,10,0
RPS6KA6,156,0,14,0,112,2,10,0
EP400,155,1,14,0,111,3,10,0
PLCL2,155,1,14,0,113,1,10,0
GTPBP4,153,3,14,0,113,1,9,1
NDNF,156,0,14,0,113,1,10,0
POTEH,154,2,14,0,114,0,10,0
KANSL3,155,1,14,0,114,0,10,0
FLG,147,9,13,1,104,10,9,1
SCNN1D,155,1,14,0,114,0,10,0
TRAF3IP3,156,0,14,0,114,0,10,0
L1CAM,153,3,12,2,113,1,10,0
MTTP,153,3,14,0,113,1,10,0
ARHGAP20,154,2,14,0,114,0,10,0
MROH8,155,1,14,0,112,2,10,0
GAB4,155,1,14,0,112,2,10,0
GPR176,156,0,14,0,114,0,10,0
ABCC11,156,0,13,1,110,4,10,0
ORC3,156,0,14,0,114,0,10,0
CDKL5,155,1,14,0,113,1,10,0
PRKCSH,155,1,14,0,113,1,10,0
DDX60,155,1,14,0,112,2,10,0
PCSK6,151,5,13,1,113,1,10,0
SLC22A13,154,2,14,0,114,0,9,1
MSLN,155,1,14,0,113,1,10,0
RNF169,154,2,14,0,112,2,10,0
DSCAM,153,3,14,0,109,5,8,2
TAS1R3,155,1,14,0,114,0,10,0
MOCOS,155,1,14,0,113,1,10,0
VAC14,154,2,14,0,113,1,10,0
ZNF460,156,0,14,0,112,2,10,0
METTL25,156,0,14,0,113,1,10,0
PPP1R9B,153,3,14,0,113,1,10,0
ADGRL4,155,1,14,0,114,0,10,0
RFX3,155,1,14,0,111,3,10,0
ZSCAN12,155,1,14,0,113,1,10,0
ARSI,155,1,14,0,113,1,10,0
SBF1,155,1,14,0,109,5,10,0
C2orf78,152,4,14,0,113,1,10,0
CDH10,148,8,14,0,107,7,9,1
PPP1R3A,155,1,14,0,114,0,10,0
ITGB8,153,3,14,0,114,0,10,0
TOPAZ1,156,0,14,0,112,2,10,0
CDHR1,154,2,13,1,112,2,10,0
AOC2,155,1,14,0,113,1,10,0
TSPYL2,154,2,14,0,111,3,9,1
MS4A14,155,1,14,0,114,0,9,1
CRYBG2,154,2,14,0,110,4,10,0
NLRP8,155,1,14,0,113,1,9,1
TUBGCP2,154,2,14,0,114,0,10,0
PLCB2,156,0,14,0,111,3,10,0
TNPO3,154,2,14,0,113,1,10,0
PCDHB16,154,2,14,0,109,5,10,0
DNAJC11,155,1,14,0,113,1,10,0
MACF1,144,12,13,1,106,8,10,0
SEMA3E,155,1,14,0,112,2,10,0
SPTAN1,152,4,14,0,110,4,10,0
TXNRD3,156,0,14,0,112,2,10,0
ATP6V0A1,155,1,14,0,113,1,10,0
GPHN,155,1,14,0,114,0,10,0
ATP1A3,154,2,14,0,114,0,10,0
CERT1,154,2,14,0,114,0,10,0
SCNN1G,154,2,13,1,113,1,10,0
GRIA1,155,1,14,0,113,1,10,0
TAB3,156,0,14,0,113,1,10,0
ANAPC2,154,2,14,0,113,1,9,1
CTNNA2,143,13,14,0,109,5,9,1
TCTN2,155,1,14,0,112,2,10,0
SRRM1,155,1,14,0,113,1,10,0
FAM161B,155,1,13,1,113,1,10,0
CSPG4,155,1,14,0,113,1,10,0
PCDH15,151,5,14,0,106,8,10,0
BTBD2,155,1,14,0,114,0,10,0
FAM47A,154,2,14,0,113,1,10,0
STOX2,155,1,14,0,114,0,10,0
MAP3K11,156,0,14,0,113,1,10,0
ZKSCAN5,156,0,14,0,114,0,10,0
IL17RA,156,0,14,0,113,1,10,0
PRAM1,155,1,14,0,113,1,10,0
PCDHGA8,139,17,14,0,102,12,10,0
ZNF423,153,3,14,0,111,3,10,0
PCSK2,156,0,14,0,114,0,9,1
CAPN13,156,0,14,0,112,2,10,0
USP38,155,1,14,0,114,0,9,1
BMPER,154,2,13,1,112,2,10,0
ZNF317,155,1,14,0,114,0,10,0
DGCR8,155,1,14,0,113,1,8,2
COLGALT2,155,1,14,0,113,1,10,0
DDX1,153,3,13,1,112,2,10,0
ZNF746,155,1,14,0,113,1,10,0
LRIG3,154,2,14,0,114,0,9,1
CAMSAP2,154,2,14,0,112,2,10,0
CATSPERE,155,1,14,0,111,3,10,0
ATRX,226,7,25,0,181,6,13,0
FYCO1,151,5,14,0,113,1,9,1
TENM3,149,7,13,1,108,6,9,1
ALOX15,156,0,14,0,113,1,10,0
HYDIN,150,6,12,2,111,3,10,0
RALGDS,155,1,14,0,113,1,10,0
PCDHA12,152,4,13,1,112,2,10,0
CNTNAP5,148,8,12,2,106,8,10,0
PCF11,150,6,14,0,113,1,10,0
VPS18,156,0,14,0,113,1,9,1
GSN,155,1,14,0,113,1,10,0
TRPC5,155,1,14,0,114,0,10,0
SCN7A,155,1,14,0,112,2,9,1
PTPRA,156,0,14,0,113,1,10,0
DNM3,154,2,14,0,113,1,10,0
TTN,116,40,12,2,74,40,5,5
TMEM132C,153,3,14,0,110,4,10,0
DOCK7,155,1,14,0,108,6,9,1
APAF1,154,2,14,0,114,0,10,0
KIF5A,152,4,13,1,110,4,10,0
ANKRD30A,150,6,13,1,107,7,10,0
SEZ6L,155,1,14,0,114,0,10,0
FAM91A1,156,0,13,1,112,2,10,0
AMER1,233,0,25,0,183,4,11,2
LRRK2,148,8,14,0,106,8,10,0
PBXIP1,156,0,14,0,113,1,10,0
POGZ,156,0,14,0,113,1,9,1
DNAH5,146,10,14,0,104,10,9,1
HIPK2,154,2,14,0,112,2,10,0
PCDHB13,155,1,14,0,114,0,10,0
RSF1,152,4,14,0,114,0,10,0
UMODL1,153,3,14,0,111,3,9,1
MPRIP,156,0,13,1,112,2,10,0
LAMA1,151,5,14,0,108,6,10,0
DNAH3,146,10,14,0,112,2,10,0
PDE2A,154,2,14,0,114,0,10,0
BRD8,153,3,14,0,112,2,9,1
TTC7A,152,4,14,0,113,1,10,0
NCAPG,155,1,14,0,113,1,10,0
PRR12,150,6,14,0,113,1,10,0
SLITRK5,153,3,14,0,111,3,10,0
PHF2,151,5,14,0,114,0,10,0
ADAMTSL2,156,0,14,0,113,1,10,0
CCDC88B,154,2,14,0,113,1,10,0
ITIH6,154,2,13,1,114,0,10,0
CAMSAP3,156,0,14,0,112,2,10,0
POLR1B,155,1,14,0,113,1,10,0
OTOF,154,2,13,1,111,3,10,0
IGF1R,229,4,24,1,184,3,13,0
TCHH,154,2,14,0,110,4,10,0
CHD6,153,3,14,0,111,3,10,0
PRR14L,156,0,14,0,111,3,10,0
WDR90,154,2,14,0,111,3,10,0
ATP9A,154,2,14,0,114,0,10,0
WWC2,155,1,14,0,112,2,10,0
TET1,232,1,25,0,184,3,13,0
CLCN1,155,1,13,1,111,3,10,0
ASTN1,151,5,14,0,109,5,10,0
SBF2,151,5,14,0,111,3,10,0
BUB1B,153,3,14,0,112,2,10,0
IGFN1,148,8,14,0,110,4,10,0
HR,155,1,14,0,113,1,10,0
PCNX1,154,2,13,1,111,3,10,0
AFF3,155,1,14,0,113,1,10,0
CNTNAP2,149,7,14,0,107,7,10,0
NLRP1,154,2,14,0,111,3,10,0
MEGF10,150,6,14,0,113,1,10,0
ZNF521,154,2,13,1,114,0,9,1
PRR36,156,0,14,0,114,0,10,0
MAP1S,156,0,14,0,113,1,10,0
ELP1,156,0,13,1,114,0,10,0
KALRN,153,3,14,0,104,10,9,1
IPO13,154,2,14,0,114,0,10,0
DAAM2,155,1,14,0,112,2,10,0
ADAMTS7,155,1,13,1,114,0,10,0
ARFGEF1,151,5,13,1,110,4,10,0
KIF4B,152,4,14,0,113,1,10,0
GOLGA2,154,2,14,0,113,1,10,0
NEK1,155,1,14,0,114,0,10,0
CNTNAP4,150,6,13,1,112,2,9,1
ABCC9,155,1,14,0,112,2,10,0
PLCB1,154,2,14,0,113,1,10,0
THSD7A,154,2,14,0,110,4,10,0
POLG,155,1,13,1,112,2,10,0
COL11A1,151,5,14,0,109,5,10,0
PTPRQ,156,0,13,1,111,3,10,0
COL24A1,154,2,14,0,112,2,10,0
AHDC1,154,2,14,0,114,0,9,1
CR1,151,5,14,0,113,1,10,0
KMT2C,219,14,25,0,180,7,12,1
DSCAML1,152,4,13,1,112,2,10,0
KCP,156,0,14,0,112,2,10,0
SPTA1,143,13,12,2,103,11,10,0
FAM135B,154,2,14,0,108,6,10,0
ADGB,155,1,14,0,112,2,10,0
ASPM,152,4,14,0,108,6,10,0
COL4A3,156,0,14,0,112,2,10,0
PTPRK,155,1,14,0,111,3,10,0
CROCC,151,5,14,0,109,5,9,1
ROBO2,155,1,14,0,109,5,10,0
CNOT1,153,3,14,0,113,1,10,0
DSP,152,4,14,0,111,3,9,1
NALCN,151,5,14,0,110,4,10,0
PPL,152,4,14,0,113,1,10,0
SIGLEC1,154,2,13,1,111,3,10,0
KAT6A,153,3,14,0,113,1,9,1
SNAPC4,155,1,14,0,112,2,10,0
PLXNC1,153,3,14,0,114,0,10,0
SPHKAP,148,8,14,0,109,5,9,1
RTTN,156,0,14,0,113,1,10,0
CTTNBP2,153,3,14,0,113,1,10,0
CCDC168,154,2,14,0,109,5,10,0
NUP210,153,3,14,0,112,2,10,0
TRPM6,154,2,14,0,112,2,10,0
MYH7,155,1,13,1,109,5,10,0
QRICH2,155,1,13,1,114,0,10,0
CEP290,154,2,14,0,111,3,10,0
ARHGEF12,154,2,14,0,110,4,10,0
WDR87,154,2,14,0,110,4,10,0
CCDC88A,153,3,14,0,110,4,10,0
TICRR,155,1,14,0,111,3,10,0
SI,152,4,12,2,107,7,9,1
HELZ,154,2,14,0,109,5,10,0
SYNE1,146,10,13,1,101,13,8,2
CAMTA1,150,6,13,1,111,3,10,0
JMJD1C,154,2,14,0,110,4,10,0
ANK2,150,6,13,1,104,10,9,1
FLNB,155,1,14,0,110,4,10,0
NUMA1,151,5,14,0,112,2,10,0
HERC2,149,7,14,0,109,5,10,0
OTOGL,150,6,13,1,112,2,9,1
COL27A1,153,3,14,0,108,6,10,0
HEATR1,150,6,13,1,109,5,10,0
DOCK10,152,4,13,1,108,6,10,0
CAD,152,4,14,0,112,2,10,0
AGRN,154,2,14,0,113,1,10,0
SPEG,149,7,14,0,110,4,10,0
UNC79,147,9,14,0,110,4,10,0
ABCA13,148,8,14,0,105,9,10,0
BOD1L1,153,3,14,0,106,8,9,1
SRCAP,150,6,14,0,110,4,10,0
CSMD1,146,10,12,2,101,13,9,1
HECTD4,151,5,14,0,103,11,10,0
DNAH1,148,8,13,1,113,1,10,0
SACS,154,2,14,0,111,3,9,1
NEB,144,12,12,2,105,9,9,1
DNAH2,153,3,12,2,109,5,10,0
NSD2,152,4,14,0,113,1,10,0
WT1,231,2,25,0,184,3,13,0
WWTR1,157,0,14,0,114,0,10,0
XIAP,232,1,25,0,185,2,13,0
XPO1,232,1,24,1,186,1,13,0
XRCC2,207,0,22,0,157,0,11,0
YAP1,233,0,25,0,185,2,13,0
YES1,232,1,25,0,186,1,13,0
ZFHX3,201,6,22,0,156,1,11,0
ZRSR2,205,2,22,0,157,0,11,0
ABL1,231,2,23,2,186,1,13,0
ACVR1,206,1,22,0,154,3,11,0
AGO2,155,2,14,0,111,3,9,1
AKT2,231,2,25,0,186,1,12,1
AKT3,229,4,25,0,187,0,13,0
ALOX12B,233,0,25,0,187,0,13,0
ANKRD11,202,5,22,0,156,1,11,0
AR,230,3,25,0,183,4,13,0
ARAF,232,1,25,0,187,0,13,0
ARID5B,231,2,25,0,186,1,13,0
ASXL1,229,4,25,0,184,3,13,0
ASXL2,233,0,25,0,186,1,13,0
ATR,230,3,25,0,181,6,13,0
AURKA,233,0,25,0,186,1,13,0
AURKB,232,1,25,0,186,1,13,0
AXIN1,232,1,25,0,183,4,13,0
AXIN2,232,1,25,0,185,2,13,0
B2M,229,4,25,0,187,0,12,1
BABAM1,157,0,14,0,114,0,10,0
BARD1,233,0,25,0,186,1,13,0
BBC3,232,1,25,0,187,0,13,0
BCL10,207,0,22,0,157,0,11,0
BCL2,233,0,25,0,187,0,13,0
BCL2L1,233,0,25,0,187,0,13,0
BCL2L11,233,0,25,0,186,1,13,0
BCL6,233,0,25,0,185,2,13,0
BCOR,230,3,24,1,183,4,13,0
BIRC3,207,0,22,0,157,0,11,0
BLM,230,3,25,0,184,3,13,0
BMPR1A,233,0,24,1,187,0,13,0
BRD4,232,1,25,0,186,1,13,0
BRIP1,232,1,25,0,183,4,12,1
BTK,231,2,25,0,185,2,13,0
CALR,206,1,22,0,156,1,11,0
CARD11,231,2,25,0,185,2,13,0
CARM1,156,1,13,1,114,0,10,0
CBFB,233,0,25,0,187,0,13,0
CCND2,232,1,25,0,187,0,13,0
CD274,233,0,25,0,186,1,13,0
CD276,232,1,25,0,187,0,13,0
CD79A,206,1,22,0,157,0,11,0
CD79B,233,0,24,1,187,0,13,0
CDC42,157,0,14,0,114,0,10,0
CDC73,228,5,24,1,187,0,13,0
CDH1,233,0,25,0,186,1,13,0
CDK12,231,2,25,0,185,2,13,0
CDK6,233,0,25,0,187,0,13,0
CDK8,232,1,25,0,186,1,13,0
CDKN1A,233,0,25,0,186,1,13,0
CDKN1B,233,0,25,0,187,0,13,0
CDKN2B,233,0,25,0,187,0,13,0
CEBPA,206,1,22,0,157,0,11,0
CENPA,206,1,22,0,154,3,11,0
CHEK1,232,1,25,0,184,3,13,0
CHEK2,229,4,24,1,182,5,12,1
CRKL,233,0,25,0,184,3,13,0
CRLF2,231,2,25,0,187,0,13,0
CSDE1,152,5,14,0,114,0,10,0
CSF1R,231,2,25,0,186,1,12,1
CSF3R,207,0,22,0,155,2,11,0
CTCF,232,1,25,0,186,1,13,0
CTLA4,233,0,25,0,187,0,13,0
CXCR4,207,0,22,0,157,0,11,0
CYLD,156,1,14,0,114,0,10,0
CYSLTR2,156,1,14,0,113,1,10,0
DAXX,233,0,25,0,186,1,13,0
DCUN1D1,230,3,25,0,187,0,13,0
DDR2,232,1,25,0,184,3,13,0
DICER1,229,4,25,0,185,2,13,0
DIS3,229,4,25,0,186,1,11,2
DNAJB1,207,0,22,0,156,1,11,0
DNMT1,232,1,25,0,185,2,13,0
DNMT3A,228,5,25,0,186,1,13,0
DNMT3B,233,0,25,0,186,1,12,1
DOT1L,230,3,25,0,185,2,13,0
DROSHA,154,3,14,0,111,3,10,0
DUSP4,156,1,14,0,112,2,10,0
E2F3,232,1,25,0,185,2,13,0
EED,233,0,25,0,187,0,13,0
EGFL7,233,0,25,0,187,0,13,0
EIF1AX,233,0,25,0,187,0,13,0
EIF4A2,206,1,21,1,154,3,11,0
EIF4E,207,0,22,0,156,1,11,0
EP300,230,3,25,0,184,3,13,0
EPAS1,157,0,14,0,114,0,10,0
EPCAM,233,0,25,0,186,1,13,0
EPHB1,230,3,25,0,184,3,13,0
ERCC2,232,1,25,0,186,1,13,0
ERCC3,233,0,25,0,185,2,13,0
ERCC4,233,0,25,0,186,1,13,0
ERCC5,233,0,25,0,185,2,12,1
ERF,157,0,14,0,113,1,10,0
ERG,231,2,25,0,185,2,13,0
ERRFI1,205,2,22,0,156,1,11,0
ESR1,232,1,25,0,185,2,13,0
ETV1,231,2,25,0,186,1,13,0
ETV6,230,3,25,0,186,1,13,0
EZH1,156,1,14,0,112,2,10,0
EZH2,232,1,25,0,186,1,13,0
ABRAXAS1,156,0,14,0,114,0,10,0
TENT5C,156,0,14,0,114,0,10,0
CCNQ,155,1,14,0,114,0,10,0
FANCA,227,6,25,0,187,0,12,1
FANCC,232,1,25,0,186,1,13,0
FGF19,233,0,25,0,186,1,13,0
FGF3,232,1,25,0,184,3,13,0
FGF4,233,0,25,0,187,0,13,0
FH,232,1,24,1,186,1,13,0
FLCN,233,0,25,0,186,1,13,0
FLT1,228,5,25,0,182,5,12,1
FLT3,231,2,24,1,183,4,13,0
FOXA1,232,1,25,0,185,2,13,0
FOXL2,232,1,25,0,185,2,13,0
FOXO1,206,1,22,0,155,2,11,0
FOXP1,230,3,25,0,183,4,13,0
FUBP1,232,1,25,0,187,0,13,0
FYN,204,3,22,0,156,1,11,0
GATA1,232,1,25,0,187,0,13,0
GATA2,232,1,25,0,187,0,12,1
GATA3,232,1,25,0,185,2,12,1
GLI1,207,0,22,0,156,1,11,0
GNA11,233,0,25,0,187,0,13,0
GNAQ,232,1,25,0,187,0,13,0
GPS2,207,0,22,0,157,0,11,0
GREM1,230,3,25,0,187,0,13,0
GRIN2A,224,9,24,1,184,3,13,0
GSK3B,233,0,25,0,186,1,13,0
H3-3A,156,0,14,0,113,1,10,0
H3-3B,154,2,14,0,111,3,10,0
HGF,228,5,25,0,183,4,13,0
H1-2,156,0,14,0,110,4,10,0
H2BC5,155,1,14,0,113,1,10,0
H3C1,156,0,14,0,114,0,10,0
H3C2,155,1,14,0,114,0,10,0
H3C3,155,1,14,0,114,0,10,0
H3C4,154,2,14,0,114,0,10,0
H3C6,156,0,14,0,114,0,10,0
H3C7,156,0,14,0,113,1,10,0
H3C8,155,1,14,0,114,0,10,0
H3C10,155,1,14,0,114,0,10,0
H3C11,155,1,14,0,114,0,10,0
H3C12,156,0,14,0,113,1,10,0
H3C14,156,0,14,0,114,0,10,0
H3C13,156,0,14,0,114,0,10,0
H3-4,156,0,14,0,114,0,10,0
HLA-B,157,0,14,0,113,1,10,0
HNF1A,231,2,25,0,186,1,13,0
HOXB13,207,0,22,0,157,0,11,0
ICOSLG,233,0,25,0,186,1,13,0
ID3,206,1,22,0,156,1,11,0
IDH1,233,0,25,0,186,1,13,0
IDH2,232,1,25,0,187,0,13,0
IFNGR1,231,2,25,0,185,2,13,0
IGF1,232,1,25,0,186,1,13,0
IGF2,232,1,25,0,187,0,13,0
IKBKE,231,2,25,0,184,3,13,0
IKZF1,231,2,25,0,187,0,13,0
IL7R,231,2,25,0,187,0,12,1
INHA,207,0,22,0,157,0,11,0
INPP4A,232,1,25,0,185,2,12,1
INPP4B,227,6,25,0,181,6,13,0
INPPL1,156,1,14,0,113,1,10,0
INSR,229,4,25,0,185,2,12,1
IRF4,232,1,25,0,187,0,13,0
IRS1,231,2,25,0,185,2,13,0
IRS2,228,5,25,0,187,0,13,0
JAK1,227,6,25,0,186,1,13,0
JAK3,228,5,23,2,186,1,13,0
JUN,232,1,25,0,184,3,13,0
KDM5A,232,1,25,0,185,2,13,0
KDM5C,233,0,25,0,184,3,13,0
KDM6A,232,1,25,0,185,2,13,0
KIT,229,4,25,0,179,8,12,1
KLF4,233,0,25,0,186,1,13,0
KMT2A,230,3,24,1,184,3,13,0
KMT2B,156,1,14,0,112,2,10,0
KMT5A,157,0,13,1,114,0,10,0
KNSTRN,157,0,14,0,114,0,10,0
LATS1,227,6,25,0,183,4,13,0
LATS2,230,3,25,0,186,1,13,0
LMO1,233,0,25,0,187,0,13,0
LYN,154,3,14,0,113,1,10,0
MALT1,206,1,22,0,157,0,11,0
MAP2K2,231,2,25,0,186,1,13,0
MAP2K4,231,2,25,0,185,2,13,0
MAP3K1,230,3,24,1,187,0,13,0
MAP3K13,229,4,25,0,186,1,13,0
MAP3K14,207,0,22,0,155,2,11,0
MAPK1,233,0,25,0,186,1,13,0
MAPK3,205,2,22,0,157,0,11,0
MAPKAP1,157,0,14,0,112,2,10,0
MCL1,232,1,25,0,184,3,13,0
MDC1,230,3,24,1,186,1,12,1
MDM4,233,0,25,0,180,7,13,0
MED12,228,5,25,0,175,12,13,0
MEF2B,233,0,25,0,187,0,13,0
MEN1,231,2,25,0,185,2,13,0
MITF,233,0,25,0,186,1,13,0
MLH1,231,2,25,0,187,0,13,0
MPL,231,2,24,1,186,1,13,0
MRE11,232,1,25,0,186,1,13,0
MSH3,156,1,14,0,114,0,10,0
MSH6,229,4,25,0,187,0,13,0
MSI1,157,0,14,0,113,1,10,0
MSI2,157,0,14,0,113,1,10,0
MST1,206,1,22,0,156,1,11,0
MST1R,205,2,22,0,155,2,11,0
MUTYH,232,1,25,0,185,2,13,0
MYCL,232,1,25,0,185,2,13,0
MYCN,232,1,25,0,186,1,12,1
MYD88,232,1,25,0,187,0,13,0
MYOD1,233,0,25,0,186,1,13,0
NBN,229,4,25,0,185,2,12,1
NCOR1,226,7,24,1,180,7,13,0
NEGR1,206,1,22,0,155,2,11,0
NF2,232,1,23,2,186,1,13,0
NFKBIA,206,1,22,0,157,0,11,0
NKX3-1,233,0,25,0,186,1,13,0
NOTCH1,229,4,24,1,185,2,12,1
NOTCH3,228,5,25,0,186,1,12,1
NOTCH4,228,5,25,0,185,2,13,0
NPM1,231,2,25,0,187,0,13,0
NSD1,224,9,23,2,179,8,12,1
NTHL1,156,1,14,0,114,0,10,0
NUF2,155,2,14,0,113,1,10,0
NUP93,207,0,21,1,155,2,11,0
PAK1,230,3,25,0,185,2,12,1
PAK5,231,2,25,0,180,7,13,0
PALB2,232,1,25,0,186,1,13,0
PRKN,154,2,14,0,112,2,10,0
PARP1,230,3,24,1,184,3,13,0
PAX5,232,1,25,0,186,1,13,0
PDCD1,232,1,25,0,186,1,13,0
PDCD1LG2,157,0,14,0,114,0,10,0
PDGFRB,233,0,25,0,184,3,13,0
PDPK1,232,1,24,1,187,0,13,0
PGR,206,1,21,1,154,3,11,0
PHOX2B,232,1,25,0,186,1,13,0
PIK3C2G,232,1,25,0,184,3,13,0
PIK3C3,230,3,25,0,184,3,13,0
PIK3CB,230,3,25,0,183,4,13,0
PIK3CD,230,3,24,1,185,2,13,0
PIK3CG,232,1,25,0,183,4,13,0
PIK3R2,232,1,25,0,186,1,13,0
PIK3R3,231,2,24,1,185,2,13,0
PIM1,233,0,25,0,186,1,13,0
PLCG2,206,1,21,1,153,4,11,0
PLK2,233,0,25,0,184,3,13,0
PMAIP1,232,1,25,0,187,0,13,0
PMS1,232,1,24,1,186,1,13,0
PMS2,230,3,25,0,185,2,13,0
PNRC1,233,0,25,0,186,1,12,1
PPARG,157,0,14,0,114,0,10,0
PPM1D,205,2,22,0,157,0,10,1
PPP4R2,156,1,14,0,113,1,10,0
PPP6C,207,0,22,0,156,1,11,0
PRDM1,232,1,25,0,184,3,13,0
PRDM14,156,1,14,0,112,2,9,1
PREX2,153,4,14,0,108,6,10,0
PRKAR1A,233,0,25,0,187,0,13,0
PRKCI,157,0,14,0,113,1,10,0
PRKD1,156,1,14,0,112,2,10,0
PTCH1,229,4,25,0,184,3,12,1
PTP4A1,157,0,14,0,113,1,10,0
PTPN11,233,0,25,0,187,0,13,0
PTPRS,231,2,25,0,184,3,12,1
PTPRT,224,9,25,0,180,7,10,3
RAB35,207,0,22,0,157,0,11,0
RAC1,233,0,25,0,187,0,13,0
RAC2,157,0,14,0,114,0,10,0
RAD21,205,2,22,0,157,0,11,0
RAD50,232,1,25,0,182,5,13,0
RAD51,233,0,25,0,187,0,13,0
RAD51B,232,1,25,0,184,3,13,0
RAD51C,232,1,25,0,187,0,13,0
RAD51D,233,0,25,0,187,0,13,0
RAD52,228,5,25,0,187,0,13,0
RAD54L,231,2,25,0,187,0,13,0
RAF1,229,4,24,1,185,2,13,0
RARA,232,1,24,1,185,2,13,0
RECQL,156,1,14,0,113,1,10,0
RECQL4,231,2,25,0,183,4,13,0
COP1,156,0,14,0,113,1,10,0
RHEB,207,0,22,0,157,0,11,0
RHOA,232,1,25,0,187,0,13,0
RICTOR,231,2,25,0,181,6,12,1
RNF43,231,2,24,1,184,3,12,1
RPS6KA4,233,0,25,0,186,1,13,0
RPS6KB2,233,0,25,0,187,0,13,0
RPTOR,227,6,25,0,184,3,13,0
RRAGC,157,0,14,0,113,1,10,0
RRAS,156,1,14,0,114,0,10,0
RRAS2,157,0,14,0,114,0,10,0
RUNX1,231,2,25,0,183,4,12,1
RXRA,156,1,14,0,114,0,10,0
RYBP,230,3,25,0,187,0,13,0
SDHA,228,5,25,0,186,1,13,0
SDHAF2,233,0,24,1,186,1,13,0
SDHB,233,0,25,0,186,1,13,0
SDHC,233,0,25,0,187,0,13,0
SDHD,232,1,25,0,187,0,13,0
SESN1,157,0,14,0,113,1,10,0
SESN2,156,1,14,0,114,0,10,0
SESN3,156,1,14,0,113,1,10,0
SH2B3,206,1,22,0,154,3,11,0
SH2D1A,231,2,25,0,186,1,13,0
SHOC2,157,0,14,0,113,1,10,0
SLX4,153,4,14,0,111,3,10,0
SMAD2,227,6,24,1,185,2,13,0
SMAD3,232,1,24,1,186,1,13,0
SMARCB1,233,0,25,0,186,1,13,0
SMARCD1,232,1,25,0,187,0,13,0
SMO,233,0,25,0,186,1,13,0
SMYD3,156,1,14,0,110,4,9,1
SOCS1,230,3,25,0,186,1,13,0
SOS1,153,4,13,1,112,2,10,0
SOX17,233,0,25,0,186,1,13,0
SOX2,231,2,25,0,187,0,13,0
SOX9,231,2,25,0,187,0,13,0
SPEN,227,6,24,1,185,2,12,1
SPOP,232,1,25,0,185,2,12,1
SPRED1,155,2,14,0,113,1,10,0
SRC,233,0,25,0,186,1,13,0
SRSF2,206,1,22,0,156,1,11,0
STAG2,228,5,25,0,179,8,13,0
STAT3,205,2,21,1,155,2,11,0
STAT5A,205,2,22,0,156,1,11,0
STAT5B,206,1,22,0,156,1,11,0
STK19,156,1,14,0,113,1,10,0
STK40,233,0,25,0,187,0,13,0
SUFU,233,0,25,0,186,1,13,0
SUZ12,233,0,25,0,187,0,13,0
SYK,233,0,25,0,187,0,13,0
TAP1,156,1,14,0,114,0,10,0
TAP2,156,1,14,0,114,0,10,0
TBX3,229,4,25,0,185,2,13,0
ELOC,156,0,14,0,114,0,10,0
TCF3,204,3,22,0,157,0,11,0
TCF7L2,205,2,22,0,154,3,10,1
TEK,157,0,14,0,114,0,8,2
TET2,231,2,25,0,186,1,13,0
