third gene,"(0, 0, 0)","(0, 0, 1)","(0, 1, 0)","(0, 1, 1)","(1, 0, 0)","(1, 0, 1)","(1, 1, 0)","(1, 1, 1)"
FOLH1B,155,1,14,0,113,1,10,0
PIGN,156,0,14,0,112,2,9,1
CYP1A2,155,1,14,0,114,0,10,0
PLXNA4,145,11,14,0,104,10,10,0
VARS2,154,2,14,0,113,1,10,0
KRT74,156,0,14,0,114,0,10,0
VCAN,150,6,14,0,110,4,10,0
ALDH3A2,155,1,14,0,114,0,10,0
RNF220,152,4,14,0,114,0,10,0
CYP2A7,155,1,14,0,113,1,10,0
RELA,153,3,14,0,114,0,10,0
ACP6,156,0,14,0,114,0,10,0
CPNE8,154,2,14,0,113,1,10,0
KRT76,156,0,14,0,114,0,10,0
RUSF1,154,2,14,0,114,0,10,0
CHST2,156,0,14,0,112,2,10,0
ZNF728,156,0,14,0,112,2,10,0
CPD,155,1,13,1,111,3,10,0
TRAF2,156,0,14,0,114,0,10,0
ATP8B4,152,4,14,0,112,2,10,0
SRP68,155,1,14,0,113,1,10,0
CWF19L2,156,0,14,0,113,1,10,0
ECM1,154,2,14,0,112,2,10,0
CD163,152,4,14,0,109,5,10,0
IL17RD,153,3,14,0,112,2,10,0
GIT1,154,2,14,0,112,2,10,0
HP1BP3,156,0,14,0,113,1,9,1
CCDC66,156,0,14,0,111,3,10,0
RBL2,154,2,14,0,113,1,9,1
PTCHD3,155,1,14,0,112,2,10,0
GRM3,155,1,14,0,110,4,10,0
SKIL,154,2,14,0,113,1,10,0
HMGCS1,156,0,14,0,113,1,10,0
ASIC5,153,3,14,0,114,0,10,0
ESRP2,155,1,14,0,112,2,10,0
FUT10,156,0,14,0,114,0,10,0
FER1L5,155,1,14,0,110,4,9,1
CLEC16A,153,3,14,0,113,1,10,0
PDZD3,156,0,14,0,112,2,10,0
NELL2,154,2,14,0,114,0,10,0
NCOA3,151,5,14,0,113,1,9,1
MYOCD,155,1,14,0,114,0,10,0
PSMD1,156,0,14,0,110,4,10,0
SDK1,149,7,13,1,113,1,10,0
ALOX5,155,1,13,1,114,0,10,0
COG4,155,1,13,1,114,0,10,0
NECTIN2,156,0,13,1,113,1,10,0
FAT3,150,6,14,0,105,9,9,1
FAM114A1,156,0,14,0,112,2,10,0
ITGB3,156,0,14,0,113,1,10,0
HGSNAT,152,4,14,0,112,2,10,0
RPS6KA6,156,0,14,0,112,2,10,0
EP400,155,1,14,0,111,3,10,0
PLCL2,155,1,14,0,113,1,10,0
GTPBP4,153,3,14,0,113,1,9,1
NDNF,156,0,14,0,113,1,10,0
POTEH,154,2,14,0,114,0,10,0
KANSL3,155,1,14,0,114,0,10,0
FLG,147,9,13,1,104,10,9,1
SCNN1D,155,1,14,0,114,0,10,0
TRAF3IP3,156,0,14,0,114,0,10,0
L1CAM,153,3,12,2,113,1,10,0
MTTP,153,3,14,0,113,1,10,0
ARHGAP20,154,2,14,0,114,0,10,0
MROH8,155,1,14,0,112,2,10,0
GAB4,155,1,14,0,112,2,10,0
GPR176,156,0,14,0,114,0,10,0
ABCC11,156,0,13,1,110,4,10,0
ORC3,156,0,14,0,114,0,10,0
CDKL5,155,1,14,0,113,1,10,0
PRKCSH,155,1,14,0,113,1,10,0
DDX60,155,1,14,0,112,2,10,0
PCSK6,151,5,13,1,113,1,10,0
SLC22A13,154,2,14,0,114,0,9,1
MSLN,155,1,14,0,113,1,10,0
RNF169,154,2,14,0,112,2,10,0
DSCAM,153,3,14,0,109,5,8,2
TAS1R3,155,1,14,0,114,0,10,0
MOCOS,155,1,14,0,113,1,10,0
VAC14,154,2,14,0,113,1,10,0
ZNF460,156,0,14,0,112,2,10,0
METTL25,156,0,14,0,113,1,10,0
PPP1R9B,153,3,14,0,113,1,10,0
ADGRL4,155,1,14,0,114,0,10,0
RFX3,155,1,14,0,111,3,10,0
ZSCAN12,155,1,14,0,113,1,10,0
ARSI,155,1,14,0,113,1,10,0
SBF1,155,1,14,0,109,5,10,0
C2orf78,152,4,14,0,113,1,10,0
CDH10,148,8,14,0,107,7,9,1
PPP1R3A,155,1,14,0,114,0,10,0
ITGB8,153,3,14,0,114,0,10,0
TOPAZ1,156,0,14,0,112,2,10,0
CDHR1,154,2,13,1,112,2,10,0
AOC2,155,1,14,0,113,1,10,0
TSPYL2,154,2,14,0,111,3,9,1
MS4A14,155,1,14,0,114,0,9,1
CRYBG2,154,2,14,0,110,4,10,0
NLRP8,155,1,14,0,113,1,9,1
TUBGCP2,154,2,14,0,114,0,10,0
PLCB2,156,0,14,0,111,3,10,0
TNPO3,154,2,14,0,113,1,10,0
PCDHB16,154,2,14,0,109,5,10,0
DNAJC11,155,1,14,0,113,1,10,0
MACF1,144,12,13,1,106,8,10,0
SEMA3E,155,1,14,0,112,2,10,0
SPTAN1,152,4,14,0,110,4,10,0
TXNRD3,156,0,14,0,112,2,10,0
ATP6V0A1,155,1,14,0,113,1,10,0
GPHN,155,1,14,0,114,0,10,0
ATP1A3,154,2,14,0,114,0,10,0
CERT1,154,2,14,0,114,0,10,0
SCNN1G,154,2,13,1,113,1,10,0
GRIA1,155,1,14,0,113,1,10,0
TAB3,156,0,14,0,113,1,10,0
ANAPC2,154,2,14,0,113,1,9,1
CTNNA2,143,13,14,0,109,5,9,1
TCTN2,155,1,14,0,112,2,10,0
SRRM1,155,1,14,0,113,1,10,0
FAM161B,155,1,13,1,113,1,10,0
CSPG4,155,1,14,0,113,1,10,0
PCDH15,151,5,14,0,106,8,10,0
BTBD2,155,1,14,0,114,0,10,0
FAM47A,154,2,14,0,113,1,10,0
STOX2,155,1,14,0,114,0,10,0
MAP3K11,156,0,14,0,113,1,10,0
ZKSCAN5,156,0,14,0,114,0,10,0
IL17RA,156,0,14,0,113,1,10,0
PRAM1,155,1,14,0,113,1,10,0
PCDHGA8,139,17,14,0,102,12,10,0
ZNF423,153,3,14,0,111,3,10,0
PCSK2,156,0,14,0,114,0,9,1
CAPN13,156,0,14,0,112,2,10,0
USP38,155,1,14,0,114,0,9,1
BMPER,154,2,13,1,112,2,10,0
ZNF317,155,1,14,0,114,0,10,0
DGCR8,155,1,14,0,113,1,8,2
COLGALT2,155,1,14,0,113,1,10,0
DDX1,153,3,13,1,112,2,10,0
ZNF746,155,1,14,0,113,1,10,0
LRIG3,154,2,14,0,114,0,9,1
CAMSAP2,154,2,14,0,112,2,10,0
CATSPERE,155,1,14,0,111,3,10,0
ATRX,152,4,14,0,110,4,10,0
FYCO1,151,5,14,0,113,1,9,1
TENM3,149,7,13,1,108,6,9,1
ALOX15,156,0,14,0,113,1,10,0
HYDIN,150,6,12,2,111,3,10,0
RALGDS,155,1,14,0,113,1,10,0
PCDHA12,152,4,13,1,112,2,10,0
CNTNAP5,148,8,12,2,106,8,10,0
PCF11,150,6,14,0,113,1,10,0
VPS18,156,0,14,0,113,1,9,1
GSN,155,1,14,0,113,1,10,0
TRPC5,155,1,14,0,114,0,10,0
SCN7A,155,1,14,0,112,2,9,1
PTPRA,156,0,14,0,113,1,10,0
DNM3,154,2,14,0,113,1,10,0
TTN,116,40,12,2,74,40,5,5
TMEM132C,153,3,14,0,110,4,10,0
DOCK7,155,1,14,0,108,6,9,1
APAF1,154,2,14,0,114,0,10,0
KIF5A,152,4,13,1,110,4,10,0
ANKRD30A,150,6,13,1,107,7,10,0
SEZ6L,155,1,14,0,114,0,10,0
FAM91A1,156,0,13,1,112,2,10,0
AMER1,156,0,14,0,110,4,8,2
LRRK2,148,8,14,0,106,8,10,0
PBXIP1,156,0,14,0,113,1,10,0
POGZ,156,0,14,0,113,1,9,1
DNAH5,146,10,14,0,104,10,9,1
HIPK2,154,2,14,0,112,2,10,0
PCDHB13,155,1,14,0,114,0,10,0
RSF1,152,4,14,0,114,0,10,0
UMODL1,153,3,14,0,111,3,9,1
MPRIP,156,0,13,1,112,2,10,0
LAMA1,151,5,14,0,108,6,10,0
DNAH3,146,10,14,0,112,2,10,0
PDE2A,154,2,14,0,114,0,10,0
BRD8,153,3,14,0,112,2,9,1
TTC7A,152,4,14,0,113,1,10,0
NCAPG,155,1,14,0,113,1,10,0
PRR12,150,6,14,0,113,1,10,0
SLITRK5,153,3,14,0,111,3,10,0
PHF2,151,5,14,0,114,0,10,0
ADAMTSL2,156,0,14,0,113,1,10,0
CCDC88B,154,2,14,0,113,1,10,0
ITIH6,154,2,13,1,114,0,10,0
CAMSAP3,156,0,14,0,112,2,10,0
POLR1B,155,1,14,0,113,1,10,0
OTOF,154,2,13,1,111,3,10,0
IGF1R,152,4,13,1,112,2,10,0
TCHH,154,2,14,0,110,4,10,0
CHD6,153,3,14,0,111,3,10,0
PRR14L,156,0,14,0,111,3,10,0
WDR90,154,2,14,0,111,3,10,0
ATP9A,154,2,14,0,114,0,10,0
WWC2,155,1,14,0,112,2,10,0
TET1,155,1,14,0,112,2,10,0
CLCN1,155,1,13,1,111,3,10,0
ASTN1,151,5,14,0,109,5,10,0
SBF2,151,5,14,0,111,3,10,0
BUB1B,153,3,14,0,112,2,10,0
IGFN1,148,8,14,0,110,4,10,0
HR,155,1,14,0,113,1,10,0
PCNX1,154,2,13,1,111,3,10,0
AFF3,155,1,14,0,113,1,10,0
CNTNAP2,149,7,14,0,107,7,10,0
NLRP1,154,2,14,0,111,3,10,0
MEGF10,150,6,14,0,113,1,10,0
ZNF521,154,2,13,1,114,0,9,1
PRR36,156,0,14,0,114,0,10,0
MAP1S,156,0,14,0,113,1,10,0
ELP1,156,0,13,1,114,0,10,0
KALRN,153,3,14,0,104,10,9,1
IPO13,154,2,14,0,114,0,10,0
DAAM2,155,1,14,0,112,2,10,0
ADAMTS7,155,1,13,1,114,0,10,0
ARFGEF1,151,5,13,1,110,4,10,0
KIF4B,152,4,14,0,113,1,10,0
GOLGA2,154,2,14,0,113,1,10,0
NEK1,155,1,14,0,114,0,10,0
CNTNAP4,150,6,13,1,112,2,9,1
ABCC9,155,1,14,0,112,2,10,0
PLCB1,154,2,14,0,113,1,10,0
THSD7A,154,2,14,0,110,4,10,0
POLG,155,1,13,1,112,2,10,0
COL11A1,151,5,14,0,109,5,10,0
PTPRQ,156,0,13,1,111,3,10,0
COL24A1,154,2,14,0,112,2,10,0
AHDC1,154,2,14,0,114,0,9,1
CR1,151,5,14,0,113,1,10,0
KMT2C,145,11,14,0,107,7,9,1
DSCAML1,152,4,13,1,112,2,10,0
KCP,156,0,14,0,112,2,10,0
SPTA1,143,13,12,2,103,11,10,0
FAM135B,154,2,14,0,108,6,10,0
ADGB,155,1,14,0,112,2,10,0
ASPM,152,4,14,0,108,6,10,0
COL4A3,156,0,14,0,112,2,10,0
PTPRK,155,1,14,0,111,3,10,0
CROCC,151,5,14,0,109,5,9,1
ROBO2,155,1,14,0,109,5,10,0
CNOT1,153,3,14,0,113,1,10,0
DSP,152,4,14,0,111,3,9,1
NALCN,151,5,14,0,110,4,10,0
PPL,152,4,14,0,113,1,10,0
SIGLEC1,154,2,13,1,111,3,10,0
KAT6A,153,3,14,0,113,1,9,1
SNAPC4,155,1,14,0,112,2,10,0
PLXNC1,153,3,14,0,114,0,10,0
SPHKAP,148,8,14,0,109,5,9,1
RTTN,156,0,14,0,113,1,10,0
CTTNBP2,153,3,14,0,113,1,10,0
CCDC168,154,2,14,0,109,5,10,0
NUP210,153,3,14,0,112,2,10,0
TRPM6,154,2,14,0,112,2,10,0
MYH7,155,1,13,1,109,5,10,0
QRICH2,155,1,13,1,114,0,10,0
CEP290,154,2,14,0,111,3,10,0
ARHGEF12,154,2,14,0,110,4,10,0
WDR87,154,2,14,0,110,4,10,0
CCDC88A,153,3,14,0,110,4,10,0
TICRR,155,1,14,0,111,3,10,0
SI,152,4,12,2,107,7,9,1
HELZ,154,2,14,0,109,5,10,0
SYNE1,146,10,13,1,101,13,8,2
CAMTA1,150,6,13,1,111,3,10,0
JMJD1C,154,2,14,0,110,4,10,0
ANK2,150,6,13,1,104,10,9,1
FLNB,155,1,14,0,110,4,10,0
NUMA1,151,5,14,0,112,2,10,0
HERC2,149,7,14,0,109,5,10,0
OTOGL,150,6,13,1,112,2,9,1
COL27A1,153,3,14,0,108,6,10,0
HEATR1,150,6,13,1,109,5,10,0
DOCK10,152,4,13,1,108,6,10,0
CAD,152,4,14,0,112,2,10,0
AGRN,154,2,14,0,113,1,10,0
SPEG,149,7,14,0,110,4,10,0
UNC79,147,9,14,0,110,4,10,0
ABCA13,148,8,14,0,105,9,10,0
BOD1L1,153,3,14,0,106,8,9,1
SRCAP,150,6,14,0,110,4,10,0
CSMD1,146,10,12,2,101,13,9,1
HECTD4,151,5,14,0,103,11,10,0
DNAH1,148,8,13,1,113,1,10,0
SACS,154,2,14,0,111,3,9,1
NEB,144,12,12,2,105,9,9,1
DNAH2,153,3,12,2,109,5,10,0
NSD2,152,4,14,0,113,1,10,0
WT1,154,2,14,0,112,2,10,0
WWTR1,156,0,14,0,114,0,10,0
XIAP,155,1,14,0,112,2,10,0
XPO1,155,1,13,1,114,0,10,0
XRCC2,156,0,14,0,114,0,10,0
YAP1,156,0,14,0,113,1,10,0
YES1,155,1,14,0,113,1,10,0
ZFHX3,152,4,14,0,113,1,10,0
ZRSR2,154,2,14,0,114,0,10,0
ABL1,155,1,13,1,113,1,10,0
ACVR1,155,1,14,0,111,3,10,0
AGO2,154,2,14,0,111,3,9,1
AKT2,154,2,14,0,113,1,9,1
AKT3,153,3,14,0,114,0,10,0
ALOX12B,156,0,14,0,114,0,10,0
ANKRD11,151,5,14,0,113,1,10,0
AR,153,3,14,0,111,3,10,0
ARAF,156,0,14,0,114,0,10,0
ARID5B,154,2,14,0,113,1,10,0
ASXL1,152,4,14,0,111,3,10,0
ASXL2,156,0,14,0,113,1,10,0
ATR,153,3,14,0,109,5,10,0
AURKA,156,0,14,0,113,1,10,0
AURKB,155,1,14,0,113,1,10,0
AXIN1,155,1,14,0,111,3,10,0
AXIN2,156,0,14,0,113,1,10,0
B2M,152,4,14,0,114,0,9,1
BABAM1,156,0,14,0,114,0,10,0
BARD1,156,0,14,0,113,1,10,0
BBC3,156,0,14,0,114,0,10,0
BCL10,156,0,14,0,114,0,10,0
BCL2,156,0,14,0,114,0,10,0
BCL2L1,156,0,14,0,114,0,10,0
BCL2L11,156,0,14,0,114,0,10,0
BCL6,156,0,14,0,113,1,10,0
BCOR,154,2,13,1,111,3,10,0
BIRC3,156,0,14,0,114,0,10,0
BLM,153,3,14,0,111,3,10,0
BMPR1A,156,0,13,1,114,0,10,0
BRD4,155,1,14,0,114,0,10,0
BRIP1,155,1,14,0,112,2,9,1
BTK,154,2,14,0,112,2,10,0
CALR,155,1,14,0,113,1,10,0
CARD11,154,2,14,0,114,0,10,0
CARM1,155,1,13,1,114,0,10,0
CBFB,156,0,14,0,114,0,10,0
CCND2,155,1,14,0,114,0,10,0
CD274,156,0,14,0,113,1,10,0
CD276,155,1,14,0,114,0,10,0
CD79A,155,1,14,0,114,0,10,0
CD79B,156,0,13,1,114,0,10,0
CDC42,156,0,14,0,114,0,10,0
CDC73,153,3,13,1,114,0,10,0
CDH1,156,0,14,0,113,1,10,0
CDK12,154,2,14,0,113,1,10,0
CDK6,156,0,14,0,114,0,10,0
CDK8,155,1,14,0,113,1,10,0
CDKN1A,156,0,14,0,114,0,10,0
CDKN1B,156,0,14,0,114,0,10,0
CDKN2B,156,0,14,0,114,0,10,0
CEBPA,156,0,14,0,114,0,10,0
CENPA,155,1,14,0,113,1,10,0
CHEK1,155,1,14,0,111,3,10,0
CHEK2,152,4,13,1,109,5,9,1
CRKL,156,0,14,0,112,2,10,0
CRLF2,156,0,14,0,114,0,10,0
CSDE1,151,5,14,0,114,0,10,0
CSF1R,155,1,14,0,114,0,9,1
CSF3R,156,0,14,0,113,1,10,0
CTCF,155,1,14,0,114,0,10,0
CTLA4,156,0,14,0,114,0,10,0
CXCR4,156,0,14,0,114,0,10,0
CYLD,155,1,14,0,114,0,10,0
CYSLTR2,155,1,14,0,113,1,10,0
DAXX,156,0,14,0,113,1,10,0
DCUN1D1,153,3,14,0,114,0,10,0
DDR2,155,1,14,0,112,2,10,0
DICER1,152,4,14,0,112,2,10,0
DIS3,153,3,14,0,113,1,9,1
DNAJB1,156,0,14,0,113,1,10,0
DNMT1,155,1,14,0,112,2,10,0
DNMT3A,152,4,14,0,113,1,10,0
DNMT3B,156,0,14,0,114,0,10,0
DOT1L,154,2,14,0,113,1,10,0
DROSHA,153,3,14,0,111,3,10,0
DUSP4,155,1,14,0,112,2,10,0
E2F3,155,1,14,0,113,1,10,0
EED,156,0,14,0,114,0,10,0
EGFL7,156,0,14,0,114,0,10,0
EIF1AX,156,0,14,0,114,0,10,0
EIF4A2,155,1,13,1,111,3,10,0
EIF4E,156,0,14,0,113,1,10,0
EP300,153,3,14,0,112,2,10,0
EPAS1,156,0,14,0,114,0,10,0
EPCAM,156,0,14,0,113,1,10,0
EPHB1,154,2,14,0,111,3,10,0
ERCC2,155,1,14,0,113,1,10,0
ERCC3,156,0,14,0,113,1,10,0
ERCC4,156,0,14,0,113,1,10,0
ERCC5,156,0,14,0,113,1,9,1
ERF,156,0,14,0,113,1,10,0
ERG,154,2,14,0,113,1,10,0
ERRFI1,155,1,14,0,113,1,10,0
ESR1,156,0,14,0,112,2,10,0
ETV1,154,2,14,0,113,1,10,0
ETV6,154,2,14,0,113,1,10,0
EZH1,155,1,14,0,112,2,10,0
EZH2,155,1,14,0,113,1,10,0
ABRAXAS1,156,0,14,0,114,0,10,0
TENT5C,156,0,14,0,114,0,10,0
CCNQ,155,1,14,0,114,0,10,0
FANCA,151,5,14,0,114,0,9,1
FANCC,155,1,14,0,113,1,10,0
FGF19,156,0,14,0,113,1,10,0
FGF3,155,1,14,0,112,2,10,0
FGF4,156,0,14,0,114,0,10,0
FH,156,0,13,1,113,1,10,0
FLCN,156,0,14,0,113,1,10,0
FLT1,151,5,14,0,110,4,9,1
FLT3,155,1,13,1,111,3,10,0
FOXA1,156,0,14,0,112,2,10,0
FOXL2,155,1,14,0,112,2,10,0
FOXO1,156,0,14,0,113,1,10,0
FOXP1,153,3,14,0,111,3,10,0
FUBP1,155,1,14,0,114,0,10,0
FYN,153,3,14,0,113,1,10,0
GATA1,155,1,14,0,114,0,10,0
GATA2,156,0,14,0,114,0,9,1
GATA3,155,1,14,0,112,2,9,1
GLI1,156,0,14,0,113,1,10,0
GNA11,156,0,14,0,114,0,10,0
GNAQ,155,1,14,0,114,0,10,0
GPS2,156,0,14,0,114,0,10,0
GREM1,153,3,14,0,114,0,10,0
GRIN2A,150,6,13,1,111,3,10,0
GSK3B,156,0,14,0,113,1,10,0
H3-3A,156,0,14,0,113,1,10,0
H3-3B,154,2,14,0,111,3,10,0
HGF,151,5,14,0,110,4,10,0
H1-2,156,0,14,0,110,4,10,0
H2BC5,155,1,14,0,113,1,10,0
H3C1,156,0,14,0,114,0,10,0
H3C2,155,1,14,0,114,0,10,0
H3C3,155,1,14,0,114,0,10,0
H3C4,154,2,14,0,114,0,10,0
H3C6,156,0,14,0,114,0,10,0
H3C7,156,0,14,0,113,1,10,0
H3C8,155,1,14,0,114,0,10,0
H3C10,155,1,14,0,114,0,10,0
H3C11,155,1,14,0,114,0,10,0
H3C12,156,0,14,0,113,1,10,0
H3C14,156,0,14,0,114,0,10,0
H3C13,156,0,14,0,114,0,10,0
H3-4,156,0,14,0,114,0,10,0
HLA-B,156,0,14,0,113,1,10,0
HNF1A,154,2,14,0,114,0,10,0
HOXB13,156,0,14,0,114,0,10,0
ICOSLG,156,0,14,0,114,0,10,0
ID3,155,1,14,0,113,1,10,0
IDH1,156,0,14,0,113,1,10,0
IDH2,155,1,14,0,114,0,10,0
IFNGR1,154,2,14,0,112,2,10,0
IGF1,155,1,14,0,114,0,10,0
IGF2,155,1,14,0,114,0,10,0
IKBKE,154,2,14,0,112,2,10,0
IKZF1,154,2,14,0,114,0,10,0
IL7R,154,2,14,0,114,0,9,1
INHA,156,0,14,0,114,0,10,0
INPP4A,155,1,14,0,112,2,9,1
INPP4B,150,6,14,0,110,4,10,0
INPPL1,155,1,14,0,113,1,10,0
INSR,153,3,14,0,113,1,9,1
IRF4,155,1,14,0,114,0,10,0
IRS1,154,2,14,0,114,0,10,0
IRS2,154,2,14,0,114,0,10,0
JAK1,151,5,14,0,113,1,10,0
JAK3,151,5,13,1,114,0,10,0
JUN,155,1,14,0,111,3,10,0
KDM5A,155,1,14,0,112,2,10,0
KDM5C,156,0,14,0,112,2,10,0
KDM6A,155,1,14,0,113,1,10,0
KIT,154,2,14,0,107,7,9,1
KLF4,156,0,14,0,113,1,10,0
KMT2A,153,3,13,1,111,3,10,0
KMT2B,155,1,14,0,112,2,10,0
KMT5A,156,0,13,1,114,0,10,0
KNSTRN,156,0,14,0,114,0,10,0
LATS1,152,4,14,0,112,2,10,0
LATS2,154,2,14,0,114,0,10,0
LMO1,156,0,14,0,114,0,10,0
LYN,153,3,14,0,113,1,10,0
MALT1,156,0,14,0,114,0,10,0
MAP2K2,154,2,14,0,113,1,10,0
MAP2K4,155,1,14,0,113,1,10,0
MAP3K1,155,1,13,1,114,0,10,0
MAP3K13,153,3,14,0,113,1,10,0
MAP3K14,156,0,14,0,112,2,10,0
MAPK1,156,0,14,0,113,1,10,0
MAPK3,154,2,14,0,114,0,10,0
MAPKAP1,156,0,14,0,112,2,10,0
MCL1,155,1,14,0,112,2,10,0
MDC1,153,3,14,0,113,1,9,1
MDM4,156,0,14,0,110,4,10,0
MED12,153,3,14,0,103,11,10,0
MEF2B,156,0,14,0,114,0,10,0
MEN1,155,1,14,0,112,2,10,0
MITF,156,0,14,0,113,1,10,0
MLH1,154,2,14,0,114,0,10,0
MPL,154,2,13,1,113,1,10,0
MRE11,155,1,14,0,113,1,10,0
MSH3,155,1,14,0,114,0,10,0
MSH6,154,2,14,0,114,0,10,0
MSI1,156,0,14,0,113,1,10,0
MSI2,156,0,14,0,113,1,10,0
MST1,155,1,14,0,113,1,10,0
MST1R,154,2,14,0,113,1,10,0
MUTYH,155,1,14,0,112,2,10,0
MYCL,155,1,14,0,112,2,10,0
MYCN,155,1,14,0,113,1,9,1
MYD88,155,1,14,0,114,0,10,0
MYOD1,156,0,14,0,114,0,10,0
NBN,152,4,14,0,112,2,9,1
NCOR1,149,7,13,1,108,6,10,0
NEGR1,155,1,14,0,114,0,10,0
NF2,155,1,14,0,113,1,10,0
NFKBIA,155,1,14,0,114,0,10,0
NKX3-1,156,0,14,0,113,1,10,0
NOTCH1,153,3,13,1,113,1,9,1
NOTCH3,153,3,14,0,113,1,9,1
NOTCH4,152,4,14,0,113,1,10,0
NPM1,154,2,14,0,114,0,10,0
NSD1,147,9,12,2,109,5,9,1
NTHL1,155,1,14,0,114,0,10,0
NUF2,154,2,14,0,113,1,10,0
NUP93,156,0,13,1,112,2,10,0
PAK1,155,1,14,0,113,1,10,0
PAK5,155,1,14,0,107,7,10,0
PALB2,155,1,14,0,114,0,10,0
PRKN,154,2,14,0,112,2,10,0
PARP1,154,2,13,1,111,3,10,0
PAX5,155,1,14,0,113,1,10,0
PDCD1,155,1,14,0,113,1,10,0
PDCD1LG2,156,0,14,0,114,0,10,0
PDGFRB,156,0,14,0,113,1,10,0
PDPK1,155,1,13,1,114,0,10,0
PGR,155,1,13,1,111,3,10,0
PHOX2B,155,1,14,0,113,1,10,0
PIK3C2G,155,1,14,0,112,2,10,0
PIK3C3,153,3,14,0,114,0,10,0
PIK3CB,153,3,14,0,110,4,10,0
PIK3CD,153,3,13,1,112,2,10,0
PIK3CG,155,1,14,0,110,4,10,0
PIK3R2,155,1,14,0,114,0,10,0
PIK3R3,155,1,14,0,113,1,10,0
PIM1,156,0,14,0,113,1,10,0
PLCG2,155,1,13,1,111,3,10,0
PLK2,156,0,14,0,111,3,10,0
PMAIP1,155,1,14,0,114,0,10,0
PMS1,155,1,13,1,113,1,10,0
PMS2,154,2,14,0,113,1,10,0
PNRC1,156,0,14,0,113,1,9,1
PPARG,156,0,14,0,114,0,10,0
PPM1D,154,2,14,0,114,0,10,0
PPP4R2,155,1,14,0,113,1,10,0
PPP6C,156,0,14,0,113,1,10,0
PRDM1,155,1,14,0,112,2,10,0
PRDM14,155,1,14,0,112,2,9,1
PREX2,152,4,14,0,108,6,10,0
PRKAR1A,156,0,14,0,114,0,10,0
PRKCI,156,0,14,0,113,1,10,0
PRKD1,155,1,14,0,112,2,10,0
PTCH1,153,3,14,0,111,3,9,1
PTP4A1,156,0,14,0,113,1,10,0
PTPN11,156,0,14,0,114,0,10,0
PTPRS,154,2,14,0,112,2,9,1
PTPRT,150,6,14,0,110,4,7,3
RAB35,156,0,14,0,114,0,10,0
RAC1,156,0,14,0,114,0,10,0
RAC2,156,0,14,0,114,0,10,0
RAD21,154,2,14,0,114,0,10,0
RAD50,156,0,14,0,110,4,10,0
RAD51,156,0,14,0,114,0,10,0
RAD51B,156,0,14,0,111,3,10,0
RAD51C,155,1,14,0,114,0,10,0
RAD51D,156,0,14,0,114,0,10,0
RAD52,151,5,14,0,114,0,10,0
RAD54L,155,1,14,0,114,0,10,0
RAF1,153,3,13,1,112,2,10,0
RARA,155,1,13,1,113,1,10,0
RECQL,155,1,14,0,113,1,10,0
RECQL4,155,1,14,0,111,3,10,0
COP1,156,0,14,0,113,1,10,0
RHEB,156,0,14,0,114,0,10,0
RHOA,155,1,14,0,114,0,10,0
RICTOR,155,1,14,0,110,4,9,1
RNF43,154,2,14,0,112,2,9,1
RPS6KA4,156,0,14,0,113,1,10,0
RPS6KB2,156,0,14,0,114,0,10,0
RPTOR,151,5,14,0,111,3,10,0
RRAGC,156,0,14,0,113,1,10,0
RRAS,155,1,14,0,114,0,10,0
RRAS2,156,0,14,0,114,0,10,0
RUNX1,154,2,14,0,111,3,9,1
RXRA,155,1,14,0,114,0,10,0
RYBP,153,3,14,0,114,0,10,0
SDHA,152,4,14,0,113,1,10,0
SDHAF2,156,0,13,1,114,0,10,0
SDHB,156,0,14,0,113,1,10,0
SDHC,156,0,14,0,114,0,10,0
SDHD,155,1,14,0,114,0,10,0
SESN1,156,0,14,0,113,1,10,0
SESN2,155,1,14,0,114,0,10,0
SESN3,155,1,14,0,113,1,10,0
SH2B3,155,1,14,0,111,3,10,0
SH2D1A,154,2,14,0,113,1,10,0
SHOC2,156,0,14,0,113,1,10,0
SLX4,152,4,14,0,111,3,10,0
SMAD2,150,6,13,1,113,1,10,0
SMAD3,155,1,13,1,113,1,10,0
SMARCB1,156,0,14,0,114,0,10,0
SMARCD1,155,1,14,0,114,0,10,0
SMO,156,0,14,0,114,0,10,0
SMYD3,155,1,14,0,110,4,9,1
SOCS1,154,2,14,0,114,0,10,0
SOS1,152,4,13,1,112,2,10,0
SOX17,156,0,14,0,114,0,10,0
SOX2,154,2,14,0,114,0,10,0
SOX9,154,2,14,0,114,0,10,0
SPEN,150,6,13,1,112,2,9,1
SPOP,156,0,14,0,112,2,10,0
SPRED1,154,2,14,0,113,1,10,0
SRC,156,0,14,0,113,1,10,0
SRSF2,155,1,14,0,113,1,10,0
STAG2,151,5,14,0,106,8,10,0
STAT3,154,2,13,1,113,1,10,0
STAT5A,155,1,14,0,113,1,10,0
STAT5B,156,0,14,0,113,1,10,0
STK19,155,1,14,0,113,1,10,0
STK40,156,0,14,0,114,0,10,0
SUFU,156,0,14,0,113,1,10,0
SUZ12,156,0,14,0,114,0,10,0
SYK,156,0,14,0,114,0,10,0
TAP1,155,1,14,0,114,0,10,0
TAP2,155,1,14,0,114,0,10,0
TBX3,152,4,14,0,113,1,10,0
ELOC,156,0,14,0,114,0,10,0
TCF3,153,3,14,0,114,0,10,0
TCF7L2,154,2,14,0,111,3,9,1
TEK,156,0,14,0,114,0,8,2
TET2,154,2,14,0,113,1,10,0
